symbolId,symbolName
4129,TREX
4130,TRGP
4131,TRMB
4132,TRNO
4133,TROW
4134,TROX
4135,TRU
4136,TRV
4137,TRVG
4138,TRVN
4139,TSBK
4140,TSCO
4141,TSEM
4142,TT
4143,TTC
4145,TTD
4146,TTI
4147,TTOO
4148,TTWO
4149,TUP
4150,TV
4151,TWI
4152,TWKS
4153,TWO
4154,TX
4155,TXG
4156,TXMD
4157,TXRH
4158,TXT
4159,TYL
4160,U
4161,UA
4162,UAA
4163,UAVS
4164,UDR
4165,UE
4166,UEC
4167,UEIC
4168,UGI
4169,UHS
4170,UHT
4171,UI
4172,UL
4173,ULTA
4174,UMC
4175,UNFI
4176,UNG
4177,UNH
4178,UNIT
4179,UNM
4180,UNP
4181,UPS
4182,UPST
4183,UPWK
4184,URA
4185,URBN
4186,URGN
4187,URI
4188,USA
4189,USAC
4190,USB
4191,USFD
4192,USIO
4193,USNA
4194,USO
4196,UTHR
4197,UVV
4198,VAC
4199,VALE
4200,VBIV
4201,VC
4202,VCYT
4203,VECO
4204,VEEV
4205,VEON
4206,VET
4207,VFC
4208,VHC
4209,VIAV
4210,VINP
4211,VIOT
4212,VIR
4213,VKTX
4214,VLO
4215,VLRS
4216,VMC
4217,VMW
4218,VNO
4219,VNOM
4220,VNT
4221,VONG
4222,VRA
4224,VREX
4225,VRM
4226,VRSK
4227,VRTX
4228,VSAT
4229,VSCO
4230,VST
4231,VSTM
4232,VSTO
4233,VTI
4234,VTIP
4235,VTR
4236,VTRS
4237,VUZI
4238,VVI
4239,VXRT
4240,VYGR
4241,VYM
4242,VYNE
4243,VZ
4244,WAB
4245,WAT
4246,WATT
4247,WCC
4248,WDC
4249,WEC
4250,WELL
4251,WEN
4252,WERN
4253,WEX
4254,WFC
4255,WGO
4256,WHR
4257,WIMI
4258,WISH
4259,WKHS
4260,WLK
4261,WM
4262,WMB
4263,WMC
4264,WMG
4265,WMS
4266,WPC
4267,WRB
4268,WRK
4269,WSM
4270,WSO
4271,WST
4272,WTFC
4273,WTRG
4274,WU
4275,WW
4277,WY
4278,X
4279,XBIT
4280,XCUR
4281,XEL
4282,XELA
4283,XGN
4284,XLB
4285,XLE
4286,XLF
4287,XLI
4288,XLK
4289,XLP
4290,XLU
4291,XLV
4292,XLY
4293,XNET
4294,XOP
4295,XP
4296,XPEV
4297,XPO
4298,XPRO
4299,XRAY
4300,XRX
4301,XYL
4302,YETI
4303,YEXT
4304,YUMC
4305,Z
4306,ZBH
4307,ZBRA
4308,ZG
4309,ZI
4310,ZION
4311,ZS
4312,ZTO
4313,ZTS
4314,ZUO
4315,ZYNE
4316,ZYXI
4539,XMAUSD
4540,XCOTIUSD
4541,XPYTHUSD
4542,XSLUSD
4546,XUNIUSD
4548,XAXSUSD
4549,XATMUSD
4550,XFETUSD
4551,XINJUSD
4554,XNAKAUSD
4555,XAXUSD
4558,XILVUSD
4559,XBNBUSD
4560,COPPER
4561,ALUMINIUM
4562,LEAD
4563,ZINC
4564,NATGAS
4565,XTRUMP
4566,SUIUSD
4567,HEDUSD
4568,NEARUSD
4569,APTUSD
4570,ARBUSD
4571,AAVEUSD
4572,XTONUSD
4573,XTRXUSD
4574,ROBCOFFEE
4575,USCOFFEE
